symbol,company_name,index_name,action,announcement_date,effective_date,source_url
POLYCAB,Polycab India Ltd.,Nifty200 Alpha 30,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
PFC,Power Finance Corporation Ltd.,Nifty200 Alpha 30,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
ASTRAZEN,AstraZenca Pharma India Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
BHARATRAS,Bharat Rasayan Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
INDOCO,Indoco Remedies Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
PGHL,Procter & Gamble Health Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
SFL,Sheela Foam Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
TATACOFFEE,Tata Coffee Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
THYROCARE,Thyrocare Technologies Ltd.,Nifty500 Shariah,excluded,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
APARINDS,Apar Industries Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
BIKAJI,Bikaji Foods International Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
MEDANTA,Global Health Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
INGERRAND,Ingersoll Rand (India) Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
KENNAMET,Kennametal India Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
KFINTECH,Kfin Technologies Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
KSB,KSB Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
NMDC,NMDC Ltd.,Nifty500 Shariah,included,2023-03-06,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs06032023.pdf
ATALREAL,Atal Realtech Ltd.,,excluded,2023-03-23,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs23032023.pdf
PIGL,Power & Instrumentation (Gujarat) Ltd.,,excluded,2023-03-23,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs23032023.pdf
TARACHAND,Tara Chand InfraLogistic Solutions Ltd.,,excluded,2023-03-23,"March 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs23032023.pdf
AMJUMBO,A and M Jumbo Bags Ltd.,,excluded,2023-03-26,"March 27, 2023",https://www.niftyindices.com/Press_Release/ind_prs26032023.pdf
AVG,AVG Logistics Ltd.,,excluded,2023-04-13,"April 21, 2023",https://www.niftyindices.com/Press_Release/ind_prs13042023.pdf
SVLL,Shree Vasu Logistics Ltd.,,excluded,2023-04-13,"April 21, 2023",https://www.niftyindices.com/Press_Release/ind_prs13042023.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty 500,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
EDELWEISS,Edelweiss Financial Services Ltd.,Nifty 500,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
ERIS,Eris Lifesciences Ltd.,Nifty 500,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
NSLNISP,NMDC Steel Ltd.,Nifty 500,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BESTAGRO,Best Agrolife Ltd.,Nifty Microcap 250,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
ERIS,Eris Lifesciences Ltd.*,Nifty Microcap 250,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
AARTIPHARM,Aarti Pharmalabs Ltd.,Nifty Microcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
AHLUCONT,Ahluwalia Contracts (India) Ltd.,Nifty Microcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
CHOICEIN,Choice International Ltd.,Nifty Microcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
TWL,Johnson Controls - Hitachi Air Conditioning India Ltd. JCHAC 5 Titagarh Wagons Ltd.,Nifty Microcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty MidSmallcap 400,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
EDELWEISS,Edelweiss Financial Services Ltd.,Nifty MidSmallcap 400,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
ERIS,Eris Lifesciences Ltd.,Nifty MidSmallcap 400,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
NSLNISP,NMDC Steel Ltd.,Nifty MidSmallcap 400,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty Smallcap 100,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
COCHINSHIP,Cochin Shipyard Ltd.,Nifty Smallcap 100,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty Smallcap 250,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
EDELWEISS,Edelweiss Financial Services Ltd.,Nifty Smallcap 250,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
ERIS,Eris Lifesciences Ltd.,Nifty Smallcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
NSLNISP,NMDC Steel Ltd.,Nifty Smallcap 250,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty Smallcap 50,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
RBLBANK,RBL Bank Ltd.,Nifty Smallcap 50,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BESTAGRO,Best Agrolife Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
EDELWEISS,Edelweiss Financial Services Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
HNDFDS,Hindustan Foods Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
SPICEJET,Spicejet Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
VAKRANGEE,Vakrangee Ltd.,Nifty Total Market,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
AARTIPHARM,Aarti Pharmalabs Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
AHLUCONT,Ahluwalia Contracts (India) Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
CHOICEIN,Choice International Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
JCHAC,Johnson Controls - Hitachi Air Conditioning India Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
NSLNISP,NMDC Steel Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
TWL,Titagarh Wagons Ltd.,Nifty Total Market,included,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
BAJAJELEC,Bajaj Electricals Ltd.,Nifty500 Shariah,excluded,2023-04-19,"April 28, 2023",https://www.niftyindices.com/Press_Release/ind_prs19042023_1.pdf
PAVNAIND,Pavna Industries Ltd.,,excluded,2023-05-04,"May 11, 2023",https://www.niftyindices.com/Press_Release/ind_prs04052023.pdf
LATTEYS,Latteys Industries Ltd.,,excluded,2023-05-12,"May 19, 2023",https://www.niftyindices.com/Press_Release/ind_prs12052023.pdf
URAVI,Uravi T and Wedge Lamps Ltd.,,excluded,2023-05-12,"May 19, 2023",https://www.niftyindices.com/Press_Release/ind_prs12052023.pdf
MKPL,M K Proteins Ltd.,,excluded,2023-05-24,"May 31, 2023",https://www.niftyindices.com/Press_Release/ind_prs24052023.pdf
ADANIPOWER,Adani Power Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IIFL,IIFL Finance Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TIMKEN,Timken India Ltd.,Nifty Alpha 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CYIENT,Cyient Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
EQUITASBNK,Equitas Small Finance Bank Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FINCABLES,Finolex Cables Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
JSL,Jindal Stainless Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NCC,NCC Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SONATSOFTW,Sonata Software Ltd.,Nifty Alpha 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CIPLA,Cipla Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HCLTECH,HCL Technologies Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MARICO,Marico Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POWERGRID,Power Grid Corporation of India Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RELIANCE,Reliance Industries Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SBILIFE,SBI Life Insurance Company Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TCS,Tata Consultancy Services Ltd.,Nifty Alpha Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABBOTINDIA,Abbott India Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AXISBANK,Axis Bank Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GODREJCP,Godrej Consumer Products Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GRASIM,Grasim Industries Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IOC,Indian Oil Corporation Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MARUTI,Maruti Suzuki India Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ULTRACEMCO,UltraTech Cement Ltd.,Nifty Alpha Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ACC,ACC Ltd.,Nifty Alpha Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
INFY,Infosys Ltd.,Nifty Alpha Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MRF,MRF Ltd.,Nifty Alpha Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RELIANCE,Reliance Industries Ltd.,Nifty Alpha Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BOSCHLTD,Bosch Ltd.,Nifty Alpha Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GODREJCP,Godrej Consumer Products Ltd.,Nifty Alpha Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
OFSS,Oracle Financial Services Software Ltd.,Nifty Alpha Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Nifty Alpha Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ACC,ACC Ltd.,Nifty Alpha Quality Value Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty Alpha Quality Value Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POWERGRID,Power Grid Corporation of India Ltd.,Nifty Alpha Quality Value Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HDFCAMC,HDFC Asset Management Company Ltd.,Nifty Alpha Quality Value Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HDFCBANK,HDFC Bank Ltd.,Nifty Alpha Quality Value Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ZYDUSLIFE,Zydus Lifesciences Ltd.,Nifty Alpha Quality Value Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ASHOKLEY,Ashok Leyland Ltd.,Nifty High Beta 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
LODHA,Macrotech Developers Ltd.,Nifty High Beta 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POLICYBZR,PB Fintech Ltd.,Nifty High Beta 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AWL,Adani Wilmar Ltd.,Nifty High Beta 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SUZLON,Suzlon Energy Ltd.,Nifty High Beta 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
UNIONBANK,Union Bank of India,Nifty High Beta 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Nifty Low Volatility 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DIVISLAB,Divi's Laboratories Ltd.,Nifty Low Volatility 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ALKEM,Alkem Laboratories Ltd.,Nifty Low Volatility 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GRASIM,Grasim Industries Ltd.,Nifty Low Volatility 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABB,ABB India Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABFRL,Aditya Birla Fashion and Retail Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BLUEDART,Blue Dart Express Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CANBK,Canara Bank,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FORTIS,Fortis Healthcare Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
OBEROIRLTY,Oberoi Realty Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PRESTIGE,Prestige Estates Projects Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RAJESHEXPO,Rajesh Exports Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SKFINDIA,SKF India Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SUMICHEM,Sumitomo Chemical India Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TATACHEM,Tata Chemicals Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
UBL,United Breweries Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VBL,Varun Beverages Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
YESBANK,Yes Bank Ltd.,Nifty Midcap150 Momentum 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ASTRAL,Astral Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AUROPHARMA,Aurobindo Pharma Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CRISIL,CRISIL Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DALBHARAT,Dalmia Bharat Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
L&TFH,L&T Finance Holdings Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
METROBRAND,Metro Brands Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PERSISTENT,Persistent Systems Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PFC,Power Finance Corporation Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RECLTD,REC Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SUNDARMFIN,Sundaram Finance Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SUPREMEIND,Supreme Industries Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SYNGENE,Syngene International Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RAMCOCEM,The Ramco Cements Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ZYDUSLIFE,Zydus Lifesciences Ltd.,Nifty Midcap150 Momentum 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
APLLTD,Alembic Pharmaceuticals Ltd.,Nifty Midcap150 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GSPL,Gujarat State Petronet Ltd.,Nifty Midcap150 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IEX,Indian Energy Exchange Ltd.,Nifty Midcap150 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty Midcap150 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SANOFI,Sanofi India Ltd.,Nifty Midcap150 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FINEORG,Fine Organic Industries Ltd.,Nifty Midcap150 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IGL,Indraprastha Gas Ltd.,Nifty Midcap150 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MPHASIS,MphasiS Ltd.,Nifty Midcap150 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POLYCAB,Polycab India Ltd.,Nifty Midcap150 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SCHAEFFLER,Schaeffler India Ltd.,Nifty Midcap150 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ACC,ACC Ltd.,Nifty Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HONAUT,Honeywell Automation India Ltd.,Nifty Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MRF,MRF Ltd.,Nifty Quality Low-Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HAVELLS,Havells India Ltd.,Nifty Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HDFCAMC,HDFC Asset Management Company Ltd.,Nifty Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MARUTI,Maruti Suzuki India Ltd.,Nifty Quality Low-Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
