symbol,company_name,index_name,action,announcement_date,effective_date,source_url
VERA,Vera Synthetic Ltd.,NIFTY SME EMERGE,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ABINFRA,A B Infrabuild Ltd.,NIFTY SME EMERGE,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
GICL,Globe International Carriers Ltd.,NIFTY SME EMERGE,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
BANKBARODA,Bank of Baroda,NIFTY Services Sector,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
TATAPOWER,Tata Power Co. Ltd.,NIFTY Services Sector,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
HDFCLIFE,HDFC Life Insurance Company Ltd.,NIFTY Services Sector,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
SBILIFE,SBI Life Insurance Company Ltd.,NIFTY Services Sector,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ALBK,Allahabad Bank,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
BOMDYEING,Bombay Dyeing & Manufacturing Co. Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CESC,CESC Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CGPOWER,CG Power and Industrial Solutions Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
FORTIS,Fortis Healthcare Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ITDC,India Tourism Development Corporation Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
JISLJALEQS,Jain Irrigation Systems Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
JETAIRWAYS,Jet Airways (India) Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ORIENTBANK,Oriental Bank of Commerce,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
PHILIPCARB,Phillips Carbon Black Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
RCOM,Reliance Communications Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
SOUTHBANK,South Indian Bank Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
SWANENERGY,Swan Energy Ltd.,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
UCOBANK,UCO Bank,NIFTY Smallcap 100,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ARVINDFASN,Arvind Fashions Ltd.,NIFTY Smallcap 100,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ASTERDM,Aster DM Healthcare Ltd.,NIFTY Smallcap 100,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
BLUESTARCO,Blue Star Ltd.,NIFTY Smallcap 100,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CHALET,Chalet Hotels Ltd.,NIFTY Smallcap 100,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DHFL,Dewan Housing Finance Corporation Ltd.,NIFTY Smallcap 100,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
AAVAS,Aavas Financiers Ltd.,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ALBK,Allahabad Bank,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CESC,CESC Ltd.,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CORPBANK,Corporation Bank,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
FORTIS,Fortis Healthcare Ltd.,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
GDL,Gateway Distriparks Ltd.,NIFTY Smallcap 250,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
AMBER,Amber Enterprises India Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ARVINDFASN,Arvind Fashions Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
BSOFT,Birlasoft Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CGCL,Capri Global Capital Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DEN,Den Networks Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DHFL,Dewan Housing Finance Corporation Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DBL,Dilip Buildcon Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DISHTV,Dish TV India Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
FMGOETZE,Federal-Mogul Goetze (India) Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
FINCABLES,Finolex Cables Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
GARFIBRES,Garware Technical Fibres Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
JMFINANCIL,JM Financial Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
JCHAC,Johnson Controls - Hitachi Air Conditioning India Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
KPITTECH,KPIT Technologies Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
METROPOLIS,Metropolis Healthcare Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
MCX,Multi Commodity Exchange of India Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ORIENTREF,Orient Refractories Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
POLYCAB,Polycab India Ltd.,NIFTY Smallcap 250,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ALBK,Allahabad Bank,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CESC,CESC Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
CHENNPETRO,Chennai Petroleum Corporation Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
FORTIS,Fortis Healthcare Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
INFIBEAM,Infibeam Avenues Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
JISLJALEQS,Jain Irrigation Systems Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ORIENTBANK,Oriental Bank of Commerce,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
RAIN,Rain Industries Ltd,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
RCF,Rashtriya Chemicals & Fertilizers Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
RCOM,Reliance Communications Ltd.,NIFTY Smallcap 50,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ARVINDFASN,Arvind Fashions Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DCMSHRIRAM,DCM Shriram Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DBL,Dilip Buildcon Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
DISHTV,Dish TV India Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
METROPOLIS,Metropolis Healthcare Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
POLYCAB,Polycab India Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
RVNL,Rail Vikas Nigam Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
SOBHA,Sobha Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
SUNTECK,Sunteck Realty Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
VAKRANGEE,Vakrangee Ltd.,NIFTY Smallcap 50,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
AUROPHARMA,Aurobindo Pharma Ltd.,NIFTY100 Liquid 15,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
BHARTIARTL,Bharti Airtel Ltd.,NIFTY100 Liquid 15,excluded,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
INDUSINDBK,IndusInd Bank Ltd.,NIFTY100 Liquid 15,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
ONGC,Oil & Natural Gas Corporation Ltd.,NIFTY100 Liquid 15,included,2019-08-28,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs28082019.pdf
THOMASCOOK,Thomas Cook (India) Ltd.,NIFTY 500,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
JETAIRWAYS,Jet Airways (India) Ltd.,NIFTY 500,excluded,2019-09-17,"September 24, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019_1.pdf
IIFL,IIFL Finance Ltd.,NIFTY 500,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
VAIBHAVGBL,Vaibhav Global Ltd.,NIFTY 500,included,2019-09-17,"September 24, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019_1.pdf
ABB,ABB India Ltd.*,NIFTY Alpha 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
ABFRL,Aditya Birla Fashion and Retail Ltd.,NIFTY Alpha 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
ASTRAL,Astral Poly Technik Ltd.,NIFTY Alpha 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
AUROPHARMA,Aurobindo Pharma Ltd.,NIFTY Alpha 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.*,NIFTY Alpha 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
CANFINHOME,Can Fin Homes Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
GODREJPROP,Godrej Properties Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
HDFCAMC,HDFC Asset Management Company Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
MANAPPURAM,Manappuram Finance Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
MCX,Multi Commodity Exchange of India Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
OBEROIRLTY,Oberoi Realty Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
PRESTIGE,Prestige Estates Projects Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
RECLTD,REC Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
SBILIFE,SBI Life Insurance Company Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
SIEMENS,Siemens Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
SOBHA,Sobha Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
TRENT,Trent Ltd.,NIFTY Alpha 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
BBTC,Bombay Burmah Trading Corporation Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
DHFL,Dewan Housing Finance Corporation Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
DISHTV,Dish TV India Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
RELINFRA,Reliance Infrastructure Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
TV18BRDCST,TV18 Broadcast Ltd.,NIFTY High Beta 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
BAJFINANCE,Bajaj Finance Ltd.,NIFTY High Beta 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
BANKINDIA,Bank of India,NIFTY High Beta 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
BPCL,Bharat Petroleum Corporation Ltd.,NIFTY High Beta 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
THOMASCOOK,Thomas Cook (India) Ltd.,NIFTY LargeMidcap 250,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
TTKPRESTIG,TTK Prestige Ltd.,NIFTY LargeMidcap 250,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
ABB,ABB India Ltd.*,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
HEROMOTOCO,Hero MotoCorp Ltd.,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
INDUSINDBK,IndusInd Bank Ltd.,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
LICHSGFIN,LIC Housing Finance Ltd.,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
ONGC,Oil & Natural Gas Corporation Ltd.,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
RBLBANK,RBL Bank Ltd.,NIFTY Low Volatility 50,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
ATUL,Atul Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
COROMANDEL,Coromandel International Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
NATCOPHARM,NATCO Pharma Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
NESTLEIND,Nestle India Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
RELAXO,Relaxo Footwears Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
SANOFI,Sanofi India Ltd.,NIFTY Low Volatility 50,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
THOMASCOOK,Thomas Cook (India) Ltd.,NIFTY MidSmallcap 400,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
JETAIRWAYS,Jet Airways (India) Ltd.,NIFTY MidSmallcap 400,excluded,2019-09-17,"September 24, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019_1.pdf
IIFL,IIFL Finance Ltd.,NIFTY MidSmallcap 400,included,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
VAIBHAVGBL,Vaibhav Global Ltd.,NIFTY MidSmallcap 400,included,2019-09-17,"September 24, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019_1.pdf
THOMASCOOK,Thomas Cook (India) Ltd.,NIFTY Midcap 150,excluded,2019-09-17,"September 27, 2019",https://www.niftyindices.com/Press_Release/ind_prs17092019.pdf
