date,reserve_type,currency,value
2003-06-01,SDRs,₹ Crores,6.0
2003-06-01,SDRs,US $ Millions,1.0
2003-06-01,Total,₹ Crores,386724.0
2003-06-01,Total,US $ Millions,83221.0
2003-05-01,Foreign Currency Assets,₹ Crores,366516.0
2003-05-01,Foreign Currency Assets,US $ Millions,77932.0
2003-05-01,Gold,₹ Crores,17276.0
2003-05-01,Gold,US $ Millions,3673.0
2003-05-01,Reserve Tranche Position,₹ Crores,3302.0
2003-05-01,Reserve Tranche Position,US $ Millions,702.0
2003-05-01,SDRs,₹ Crores,6.0
2003-05-01,SDRs,US $ Millions,1.0
2003-05-01,Total,₹ Crores,387100.0
2003-05-01,Total,US $ Millions,82308.0
2003-04-01,Foreign Currency Assets,₹ Crores,351589.0
2003-04-01,SDRs,₹ Crores,19.0
2003-04-01,SDRs,US $ Millions,4.0
2003-04-01,Total,₹ Crores,370871.0
2003-04-01,Total,US $ Millions,78325.0
2003-03-01,Foreign Currency Assets,₹ Crores,341476.0
2003-03-01,Foreign Currency Assets,US $ Millions,71890.0
2003-03-01,Gold,₹ Crores,16785.0
2003-03-01,Gold,US $ Millions,3534.0
2003-03-01,Reserve Tranche Position,₹ Crores,3190.0
2003-03-01,Reserve Tranche Position,US $ Millions,672.0
2003-03-01,SDRs,₹ Crores,19.0
2003-03-01,SDRs,US $ Millions,4.0
2003-03-01,Total,₹ Crores,361470.0
2003-03-01,Total,US $ Millions,76100.0
2003-02-01,Foreign Currency Assets,₹ Crores,329627.0
2003-02-01,Foreign Currency Assets,US $ Millions,69148.0
2003-02-01,Gold,₹ Crores,17759.0
2003-02-01,Gold,US $ Millions,3725.0
2003-02-01,Reserve Tranche Position,₹ Crores,3195.0
2003-02-01,Reserve Tranche Position,US $ Millions,670.0
2003-02-01,SDRs,₹ Crores,19.0
2003-02-01,SDRs,US $ Millions,4.0
2003-02-01,Total,₹ Crores,350600.0
2003-02-01,Total,US $ Millions,73547.0
2003-01-01,Foreign Currency Assets,₹ Crores,334065.0
2003-01-01,Foreign Currency Assets,US $ Millions,69888.0
2003-01-01,Gold,₹ Crores,17630.0
2003-01-01,Gold,US $ Millions,3688.0
2003-01-01,Reserve Tranche Position,₹ Crores,3217.0
2003-01-01,Reserve Tranche Position,US $ Millions,673.0
2003-01-01,SDRs,₹ Crores,33.0
2003-01-01,SDRs,US $ Millions,7.0
2003-01-01,Total,₹ Crores,354945.0
2003-01-01,Total,US $ Millions,74256.0
2002-12-01,Foreign Currency Assets,₹ Crores,321774.0
2002-12-01,Foreign Currency Assets,US $ Millions,66994.0
2002-12-01,Gold,₹ Crores,16542.0
2002-12-01,Gold,US $ Millions,3444.0
2002-12-01,Reserve Tranche Position,₹ Crores,3192.0
2002-12-01,Reserve Tranche Position,US $ Millions,665.0
2002-12-01,SDRs,₹ Crores,33.0
2002-12-01,SDRs,US $ Millions,7.0
2002-12-01,Total,₹ Crores,341541.0
2002-12-01,Total,US $ Millions,71110.0
2002-11-01,Foreign Currency Assets,₹ Crores,307098.0
2002-11-01,Foreign Currency Assets,US $ Millions,63621.0
2002-10-01,Reserve Tranche Position,₹ Crores,3128.0
2002-10-01,Total,₹ Crores,315434.0
2002-10-01,Total,US $ Millions,65159.0
2002-09-01,Foreign Currency Assets,₹ Crores,288648.0
2002-09-01,Foreign Currency Assets,US $ Millions,59663.0
2002-09-01,Gold,₹ Crores,15964.0
2002-09-01,Gold,US $ Millions,3300.0
2002-09-01,Reserve Tranche Position,₹ Crores,3128.0
2002-09-01,Reserve Tranche Position,US $ Millions,647.0
2002-09-01,SDRs,₹ Crores,48.0
2002-09-01,SDRs,US $ Millions,10.0
2002-09-01,Total,₹ Crores,307788.0
2002-09-01,Total,US $ Millions,63620.0
2002-08-01,Foreign Currency Assets,₹ Crores,282682.0
2002-08-01,Foreign Currency Assets,US $ Millions,58273.0
2002-08-01,Gold,₹ Crores,15563.0
2002-08-01,Gold,US $ Millions,3208.0
2002-08-01,Reserve Tranche Position,₹ Crores,3148.0
2002-08-01,Reserve Tranche Position,US $ Millions,649.0
2002-08-01,SDRs,₹ Crores,48.0
2002-08-01,SDRs,US $ Millions,10.0
2002-08-01,Total,₹ Crores,301441.0
2002-08-01,Total,US $ Millions,62140.0
2002-07-01,Foreign Currency Assets,₹ Crores,276033.0
2002-07-01,Foreign Currency Assets,US $ Millions,56704.0
2002-07-01,Gold,₹ Crores,15814.0
2002-07-01,Gold,US $ Millions,3248.0
2002-07-01,Reserve Tranche Position,₹ Crores,3147.0
2002-07-01,Reserve Tranche Position,US $ Millions,646.0
2002-07-01,SDRs,₹ Crores,46.0
2002-07-01,SDRs,US $ Millions,9.0
2002-07-01,Total,₹ Crores,295040.0
2002-07-01,Total,US $ Millions,60607.0
2002-06-01,Foreign Currency Assets,₹ Crores,267333.0
2002-06-01,Foreign Currency Assets,US $ Millions,54703.0
2002-06-01,Gold,₹ Crores,16272.0
2002-06-01,Gold,US $ Millions,3330.0
2002-06-01,Reserve Tranche Position,₹ Crores,3178.0
2002-06-01,Reserve Tranche Position,US $ Millions,650.0
2002-06-01,SDRs,₹ Crores,47.0
2002-06-01,SDRs,US $ Millions,10.0
2002-06-01,Total,₹ Crores,286830.0
2002-06-01,Total,US $ Millions,58693.0
2002-05-01,Foreign Currency Assets,₹ Crores,259319.0
2002-05-01,Foreign Currency Assets,US $ Millions,52890.0
2002-05-01,Gold,₹ Crores,15932.0
2002-05-01,Gold,US $ Millions,3249.0
2002-05-01,Reserve Tranche Position,₹ Crores,3093.0
2002-05-01,Reserve Tranche Position,US $ Millions,631.0
2002-05-01,SDRs,₹ Crores,45.0
2002-05-01,SDRs,US $ Millions,9.0
2002-05-01,Total,₹ Crores,278389.0
2002-05-01,Total,US $ Millions,56779.0
2002-04-01,Foreign Currency Assets,₹ Crores,255166.0
2002-04-01,Foreign Currency Assets,US $ Millions,52107.0
2002-04-01,Gold,₹ Crores,15333.0
2002-04-01,Total,₹ Crores,273593.0
2002-04-01,Total,US $ Millions,55870.0
2002-03-01,Foreign Currency Assets,₹ Crores,249118.0
2002-03-01,Foreign Currency Assets,US $ Millions,51049.0
2002-03-01,Gold,₹ Crores,14868.0
2002-03-01,Gold,US $ Millions,3047.0
2002-03-01,SDRs,₹ Crores,50.0
2002-03-01,SDRs,US $ Millions,10.0
2002-03-01,Total,₹ Crores,264036.0
2002-03-01,Total,US $ Millions,54106.0
2002-02-01,Foreign Currency Assets,₹ Crores,232892.0
2002-02-01,Foreign Currency Assets,US $ Millions,47714.0
2002-02-01,Gold,₹ Crores,14898.0
2002-02-01,Gold,US $ Millions,3052.0
2002-02-01,SDRs,₹ Crores,50.0
2002-02-01,SDRs,US $ Millions,10.0
2002-02-01,Total,₹ Crores,247840.0
2002-02-01,Total,US $ Millions,50776.0
2002-01-01,Foreign Currency Assets,₹ Crores,226195.0
2002-01-01,Foreign Currency Assets,US $ Millions,46561.0
2002-01-01,Gold,₹ Crores,14151.0
2002-01-01,Gold,US $ Millions,2913.0
2002-01-01,SDRs,₹ Crores,25.0
2002-01-01,SDRs,US $ Millions,5.0
2002-01-01,Total,₹ Crores,240371.0
2002-01-01,Total,US $ Millions,49479.0
2001-12-01,Foreign Currency Assets,₹ Crores,218021.0
2001-12-01,Foreign Currency Assets,US $ Millions,45251.0
2001-12-01,Gold,₹ Crores,13761.0
2001-12-01,Gold,US $ Millions,2856.0
2001-12-01,SDRs,₹ Crores,25.0
2001-12-01,SDRs,US $ Millions,5.0
2001-12-01,Total,₹ Crores,231807.0
2001-12-01,Total,US $ Millions,48112.0
2001-11-01,Foreign Currency Assets,₹ Crores,211269.0
2001-11-01,Foreign Currency Assets,US $ Millions,44024.0
2001-11-01,Gold,₹ Crores,13736.0
2001-11-01,Gold,US $ Millions,2862.0
2001-11-01,SDRs,₹ Crores,25.0
2001-11-01,SDRs,US $ Millions,5.0
2001-11-01,Total,₹ Crores,225030.0
2001-11-01,Total,US $ Millions,46891.0
2001-10-01,Foreign Currency Assets,₹ Crores,202957.0
2001-10-01,Foreign Currency Assets,US $ Millions,42309.0
2001-10-01,Gold,₹ Crores,14089.0
2001-04-01,Foreign Currency Assets,₹ Crores,186601.0
2001-04-01,Foreign Currency Assets,US $ Millions,39821.0
2001-04-01,Gold,₹ Crores,12629.0
2001-04-01,Gold,US $ Millions,2695.0
2001-04-01,SDRs,₹ Crores,46.0
2001-04-01,SDRs,US $ Millions,10.0
2001-04-01,Total,₹ Crores,199276.0
2001-04-01,Total,US $ Millions,42526.0
2001-03-01,Foreign Currency Assets,₹ Crores,184482.0
2001-03-01,Foreign Currency Assets,US $ Millions,39554.0
2001-03-01,Gold,₹ Crores,12711.0
2001-03-01,Gold,US $ Millions,2725.0
2001-03-01,SDRs,₹ Crores,11.0
2001-03-01,SDRs,US $ Millions,2.0
2001-03-01,Total,₹ Crores,197204.0
2001-03-01,Total,US $ Millions,42281.0
2001-02-01,Foreign Currency Assets,₹ Crores,181294.0
2001-02-01,Foreign Currency Assets,US $ Millions,38896.0
2001-02-01,Gold,₹ Crores,12637.0
2001-02-01,Gold,US $ Millions,2711.0
2001-02-01,SDRs,₹ Crores,7.0
2001-02-01,SDRs,US $ Millions,1.0
2001-02-01,Total,₹ Crores,193938.0
2001-02-01,Total,US $ Millions,41608.0
2001-01-01,Foreign Currency Assets,₹ Crores,178032.0
2001-01-01,Foreign Currency Assets,US $ Millions,38361.0
2001-01-01,Gold,₹ Crores,12766.0
2001-01-01,Gold,US $ Millions,2751.0
2001-01-01,SDRs,₹ Crores,37.0
2001-01-01,SDRs,US $ Millions,8.0
2001-01-01,Total,₹ Crores,190835.0
2001-01-01,Total,US $ Millions,41120.0
2000-12-01,Foreign Currency Assets,₹ Crores,174207.0
2000-12-01,Foreign Currency Assets,US $ Millions,37264.0
2000-12-01,Gold,₹ Crores,13143.0
2000-12-01,Gold,US $ Millions,2811.0
2000-12-01,SDRs,₹ Crores,7.0
2000-12-01,SDRs,US $ Millions,2.0
2000-12-01,Total,₹ Crores,187358.0
2000-12-01,Total,US $ Millions,40077.0
2000-11-01,Foreign Currency Assets,₹ Crores,169962.0
2000-11-01,Foreign Currency Assets,US $ Millions,36286.0
2000-11-01,Gold,₹ Crores,12889.0
2000-11-01,Gold,US $ Millions,2752.0
2000-11-01,Total,₹ Crores,182859.0
2000-11-01,Total,US $ Millions,39040.0
2000-10-01,Foreign Currency Assets,₹ Crores,150184.0
2000-10-01,Foreign Currency Assets,US $ Millions,32091.0
2000-10-01,Gold,₹ Crores,13104.0
2000-10-01,Gold,US $ Millions,2800.0
2000-10-01,SDRs,₹ Crores,38.0
2000-10-01,SDRs,US $ Millions,8.0
2000-10-01,Total,₹ Crores,163327.0
2000-10-01,Total,US $ Millions,34899.0
2000-09-01,Foreign Currency Assets,₹ Crores,150195.0
2000-09-01,Foreign Currency Assets,US $ Millions,32602.0
2000-09-01,Gold,₹ Crores,13057.0
2000-09-01,Gold,US $ Millions,2834.0
2000-09-01,SDRs,₹ Crores,8.0
2000-09-01,SDRs,US $ Millions,2.0
2000-09-01,Total,₹ Crores,163260.0
2000-09-01,Total,US $ Millions,35438.0
2000-08-01,Foreign Currency Assets,₹ Crores,150163.0
2000-08-01,Foreign Currency Assets,US $ Millions,32787.0
2000-08-01,Gold,₹ Crores,12963.0
2000-08-01,Gold,US $ Millions,2830.0
2000-08-01,SDRs,₹ Crores,8.0
2000-08-01,SDRs,US $ Millions,2.0
2000-08-01,Total,₹ Crores,163134.0
2000-08-01,Total,US $ Millions,35619.0
2000-07-01,Foreign Currency Assets,₹ Crores,149811.0
2000-07-01,Foreign Currency Assets,US $ Millions,33299.0
2000-07-01,Gold,₹ Crores,13153.0
2000-07-01,Gold,US $ Millions,2924.0
2000-07-01,SDRs,₹ Crores,37.0
2000-07-01,Total,₹ Crores,163002.0
2000-07-01,Total,US $ Millions,36231.0
2000-06-01,Foreign Currency Assets,₹ Crores,150901.0
2000-06-01,Foreign Currency Assets,US $ Millions,33774.0
2000-06-01,Gold,₹ Crores,13173.0
2000-06-01,Gold,US $ Millions,2948.0
2000-06-01,SDRs,₹ Crores,38.0
2000-06-01,SDRs,US $ Millions,8.0
2000-06-01,Total,₹ Crores,164112.0
2000-06-01,Total,US $ Millions,36730.0
2000-05-01,Foreign Currency Assets,₹ Crores,153322.0
2000-05-01,Foreign Currency Assets,US $ Millions,34392.0
2000-05-01,Gold,₹ Crores,12709.0
2000-05-01,Total,₹ Crores,166038.0
2000-05-01,Total,US $ Millions,37245.0
2000-04-01,Foreign Currency Assets,₹ Crores,152779.0
2000-04-01,Foreign Currency Assets,US $ Millions,34993.0
2000-04-01,Gold,₹ Crores,12639.0
2000-04-01,Gold,US $ Millions,2895.0
2000-04-01,SDRs,₹ Crores,36.0
2000-04-01,SDRs,US $ Millions,8.0
2000-04-01,Total,₹ Crores,165454.0
2000-04-01,Total,US $ Millions,37896.0
2000-03-01,Foreign Currency Assets,₹ Crores,152924.0
2000-03-01,Foreign Currency Assets,US $ Millions,35058.0
2000-03-01,Gold,₹ Crores,12973.0
2000-03-01,Gold,US $ Millions,2974.0
2000-03-01,SDRs,₹ Crores,16.0
2000-03-01,SDRs,US $ Millions,4.0
2000-03-01,Total,₹ Crores,165913.0
2000-03-01,Total,US $ Millions,38036.0
2000-02-01,Foreign Currency Assets,₹ Crores,143018.0
2000-02-01,Foreign Currency Assets,US $ Millions,32795.0
2000-02-01,Gold,₹ Crores,13537.0
2000-02-01,Gold,US $ Millions,3104.0
2000-02-01,SDRs,₹ Crores,16.0
2000-02-01,SDRs,US $ Millions,4.0
2000-02-01,Total,₹ Crores,156570.0
2000-02-01,Total,US $ Millions,35903.0
2000-01-01,Foreign Currency Assets,₹ Crores,139389.0
2000-01-01,Foreign Currency Assets,US $ Millions,31941.0
2000-01-01,Gold,₹ Crores,12853.0
2000-01-01,Gold,US $ Millions,2945.0
2000-01-01,SDRs,₹ Crores,42.0
2000-01-01,SDRs,US $ Millions,10.0
2000-01-01,Total,₹ Crores,152283.0
2000-01-01,Total,US $ Millions,34896.0
1999-12-01,Foreign Currency Assets,₹ Crores,139134.0
1999-12-01,Foreign Currency Assets,US $ Millions,31992.0
1999-12-01,Gold,₹ Crores,12791.0
1999-12-01,Gold,US $ Millions,2939.0
1999-12-01,SDRs,₹ Crores,18.0
1999-12-01,SDRs,US $ Millions,4.0
1999-12-01,Total,₹ Crores,151943.0
1999-12-01,Total,US $ Millions,34935.0
1999-11-01,Foreign Currency Assets,₹ Crores,135948.0
1999-11-01,Foreign Currency Assets,US $ Millions,31317.0
1999-11-01,Gold,₹ Crores,13189.0
1999-11-01,Total,₹ Crores,149155.0
1999-11-01,Total,US $ Millions,34359.0
1999-10-01,Foreign Currency Assets,₹ Crores,132770.0
1999-10-01,Foreign Currency Assets,US $ Millions,30578.0
1999-10-01,Gold,₹ Crores,13965.0
1999-10-01,Gold,US $ Millions,3216.0
1999-10-01,SDRs,₹ Crores,47.0
1999-10-01,SDRs,US $ Millions,11.0
1999-10-01,Total,₹ Crores,146782.0
1999-10-01,Total,US $ Millions,33805.0
1999-09-01,Foreign Currency Assets,₹ Crores,132946.0
1999-09-01,Foreign Currency Assets,US $ Millions,30485.0
1999-09-01,Gold,₹ Crores,11850.0
1999-09-01,Gold,US $ Millions,2717.0
1999-09-01,SDRs,₹ Crores,5.0
1999-09-01,SDRs,US $ Millions,1.0
1999-09-01,Total,₹ Crores,144801.0
1999-09-01,Total,US $ Millions,33203.0
1999-08-01,Foreign Currency Assets,₹ Crores,133054.0
1999-08-01,Foreign Currency Assets,US $ Millions,30601.0
1999-08-01,Gold,₹ Crores,11563.0
1999-08-01,Gold,US $ Millions,2659.0
1999-08-01,SDRs,₹ Crores,39.0
1999-08-01,SDRs,US $ Millions,9.0
1999-08-01,Total,₹ Crores,144656.0
1999-08-01,Total,US $ Millions,33269.0
1999-07-01,Foreign Currency Assets,₹ Crores,133161.0
1999-07-01,Foreign Currency Assets,US $ Millions,30760.0
1999-07-01,Gold,₹ Crores,11491.0
1999-07-01,Gold,US $ Millions,2654.0
1999-07-01,SDRs,₹ Crores,37.0
1999-07-01,SDRs,US $ Millions,8.0
1999-07-01,Total,₹ Crores,144689.0
1999-07-01,Total,US $ Millions,33422.0
1999-06-01,Foreign Currency Assets,₹ Crores,132505.0
1999-06-01,Foreign Currency Assets,US $ Millions,30559.0
1999-06-01,Gold,₹ Crores,11732.0
1999-06-01,Gold,US $ Millions,2706.0
1999-06-01,SDRs,₹ Crores,1.0
1999-06-01,SDRs,US $ Millions,0.0
1999-06-01,Total,₹ Crores,144238.0
1999-06-01,Total,US $ Millions,33265.0
1999-05-01,Foreign Currency Assets,₹ Crores,131153.0
1999-05-01,Foreign Currency Assets,US $ Millions,30615.0
1999-05-01,Gold,₹ Crores,12251.0
1999-05-01,Total,₹ Crores,143405.0
1999-05-01,Total,US $ Millions,33475.0
1999-04-01,Foreign Currency Assets,₹ Crores,126794.0
1999-04-01,Foreign Currency Assets,US $ Millions,29611.0
1999-04-01,Gold,₹ Crores,12500.0
1999-04-01,Gold,US $ Millions,2919.0
1999-04-01,SDRs,₹ Crores,34.0
1999-04-01,SDRs,US $ Millions,8.0
1999-04-01,Total,₹ Crores,139328.0
1999-04-01,Total,US $ Millions,32538.0
1999-03-01,Foreign Currency Assets,₹ Crores,125412.0
1999-03-01,Foreign Currency Assets,US $ Millions,29522.0
1999-03-01,Gold,₹ Crores,12559.0
1999-03-01,Gold,US $ Millions,2960.0
1999-03-01,SDRs,₹ Crores,34.0
1999-03-01,Total,₹ Crores,138005.0
1999-03-01,Total,US $ Millions,32490.0
1999-02-01,Foreign Currency Assets,₹ Crores,118062.0
1999-02-01,Foreign Currency Assets,US $ Millions,27779.0
1999-02-01,Gold,₹ Crores,12624.0
1999-02-01,Gold,US $ Millions,2971.0
1999-02-01,SDRs,₹ Crores,34.0
1999-02-01,SDRs,US $ Millions,8.0
1999-02-01,Total,₹ Crores,130720.0
1999-02-01,Total,US $ Millions,30758.0
1999-01-01,Foreign Currency Assets,₹ Crores,116515.0
1999-01-01,Foreign Currency Assets,US $ Millions,27429.0
1999-01-01,Gold,₹ Crores,12618.0
1999-01-01,Gold,US $ Millions,2969.0
1999-01-01,SDRs,₹ Crores,201.0
1999-01-01,SDRs,US $ Millions,47.0
1999-01-01,Total,₹ Crores,129334.0
1999-01-01,Total,US $ Millions,30445.0
1998-12-01,Foreign Currency Assets,₹ Crores,114693.0
1998-12-01,Foreign Currency Assets,US $ Millions,26958.0
1998-12-01,Gold,₹ Crores,12808.0
1998-12-01,Gold,US $ Millions,3015.0
1998-12-01,SDRs,₹ Crores,353.0
1998-12-01,SDRs,US $ Millions,83.0
1998-12-01,Total,₹ Crores,127854.0
1998-12-01,Total,US $ Millions,30056.0
1998-11-01,Foreign Currency Assets,₹ Crores,113269.0
1998-11-01,Foreign Currency Assets,US $ Millions,26539.0
1998-11-01,Gold,₹ Crores,12963.0
1998-11-01,Total,₹ Crores,126601.0
1998-11-01,Total,US $ Millions,29667.0
1998-10-01,Foreign Currency Assets,₹ Crores,112621.0
1998-10-01,Foreign Currency Assets,US $ Millions,26582.0
1998-10-01,Gold,₹ Crores,12972.0
1998-10-01,Gold,US $ Millions,3062.0
1998-10-01,SDRs,₹ Crores,480.0
1998-10-01,SDRs,US $ Millions,113.0
1998-10-01,Total,₹ Crores,126073.0
1998-10-01,Total,US $ Millions,29757.0
1998-09-01,Foreign Currency Assets,₹ Crores,111377.0
1998-09-01,Foreign Currency Assets,US $ Millions,26184.0
1998-09-01,Gold,₹ Crores,12678.0
1998-09-01,Gold,US $ Millions,2984.0
1998-09-01,SDRs,₹ Crores,61.0
1998-09-01,SDRs,US $ Millions,14.0
1998-09-01,Total,₹ Crores,124116.0
1998-09-01,Total,US $ Millions,29182.0
1998-08-01,Foreign Currency Assets,₹ Crores,106103.0
1998-08-01,Foreign Currency Assets,US $ Millions,24810.0
1998-08-01,Gold,₹ Crores,12513.0
1998-08-01,Gold,US $ Millions,2941.0
1998-08-01,SDRs,₹ Crores,60.0
1998-08-01,SDRs,US $ Millions,14.0
1998-08-01,Total,₹ Crores,118676.0
1998-08-01,Total,US $ Millions,27765.0
1998-07-01,Foreign Currency Assets,₹ Crores,102100.0
1998-07-01,Foreign Currency Assets,US $ Millions,24001.0
1998-07-01,Gold,₹ Crores,12901.0
1998-07-01,Gold,US $ Millions,3031.0
1998-07-01,SDRs,₹ Crores,237.0
1998-07-01,SDRs,US $ Millions,56.0
1998-07-01,Total,₹ Crores,115238.0
1998-07-01,Total,US $ Millions,27088.0
1998-06-01,Foreign Currency Assets,₹ Crores,101831.0
1998-06-01,Foreign Currency Assets,US $ Millions,23933.0
1998-06-01,Gold,₹ Crores,12826.0
1998-06-01,Gold,US $ Millions,3020.0
1998-06-01,SDRs,₹ Crores,344.0
1998-06-01,SDRs,US $ Millions,81.0
1998-06-01,Total,₹ Crores,115001.0
1998-06-01,Total,US $ Millions,27034.0
1998-05-01,Foreign Currency Assets,₹ Crores,106096.0
1998-05-01,Foreign Currency Assets,US $ Millions,25569.0
1998-05-01,Gold,₹ Crores,12856.0
1998-05-01,Total,₹ Crores,118968.0
1998-05-01,Total,US $ Millions,28671.0
1998-04-01,Foreign Currency Assets,₹ Crores,104224.0
1998-04-01,Foreign Currency Assets,US $ Millions,26237.0
1998-04-01,Gold,₹ Crores,12648.0
1998-04-01,Gold,US $ Millions,3184.0
1998-04-01,SDRs,₹ Crores,121.0
1998-04-01,SDRs,US $ Millions,31.0
1998-04-01,Total,₹ Crores,116993.0
1998-04-01,Total,US $ Millions,29452.0
1998-03-01,Foreign Currency Assets,₹ Crores,102507.0
1998-03-01,Foreign Currency Assets,US $ Millions,25975.0
1998-03-01,Gold,₹ Crores,13394.0
1998-03-01,Gold,US $ Millions,3391.0
1998-03-01,SDRs,₹ Crores,4.0
1998-03-01,SDRs,US $ Millions,1.0
1998-03-01,Total,₹ Crores,115905.0
1998-03-01,Total,US $ Millions,29367.0
1998-02-01,Foreign Currency Assets,₹ Crores,94531.0
1998-02-01,Foreign Currency Assets,US $ Millions,24044.0
1998-02-01,Gold,₹ Crores,13412.0
1998-02-01,Gold,US $ Millions,3413.0
1998-02-01,SDRs,₹ Crores,15.0
1998-02-01,SDRs,US $ Millions,4.0
1998-02-01,Total,₹ Crores,107958.0
1998-02-01,Total,US $ Millions,27461.0
1998-01-01,Foreign Currency Assets,₹ Crores,95146.0
1998-01-01,Foreign Currency Assets,US $ Millions,24459.0
1998-01-01,Gold,₹ Crores,12905.0
1998-01-01,Gold,US $ Millions,3316.0
1998-01-01,SDRs,₹ Crores,243.0
1998-01-01,SDRs,US $ Millions,63.0
1998-01-01,Total,₹ Crores,108294.0
1998-01-01,Total,US $ Millions,27838.0
1997-12-01,Foreign Currency Assets,₹ Crores,93978.0
1997-12-01,Foreign Currency Assets,US $ Millions,23965.0
1997-12-01,Gold,₹ Crores,13013.0
1997-12-01,Gold,US $ Millions,3313.0
1997-12-01,SDRs,₹ Crores,304.0
1997-12-01,SDRs,US $ Millions,77.0
1997-12-01,Total,₹ Crores,107295.0
1997-12-01,Total,US $ Millions,27355.0
1997-11-01,Foreign Currency Assets,₹ Crores,94044.0
1997-11-01,Foreign Currency Assets,US $ Millions,24378.0
1997-11-01,Gold,₹ Crores,13553.0
1997-11-01,Total,₹ Crores,107602.0
1997-11-01,Total,US $ Millions,27893.0
1997-10-01,Foreign Currency Assets,₹ Crores,95499.0
1997-10-01,Foreign Currency Assets,US $ Millions,26246.0
1997-10-01,Gold,₹ Crores,13637.0
1997-10-01,Gold,US $ Millions,3746.0
1997-10-01,SDRs,₹ Crores,111.0
1997-10-01,SDRs,US $ Millions,30.0
1997-10-01,Total,₹ Crores,109247.0
1997-10-01,Total,US $ Millions,30022.0
1997-09-01,Foreign Currency Assets,₹ Crores,92982.0
1997-09-01,Foreign Currency Assets,US $ Millions,25697.0
1997-09-01,Gold,₹ Crores,13415.0
1997-09-01,Gold,US $ Millions,3708.0
1997-09-01,SDRs,₹ Crores,108.0
1997-09-01,SDRs,US $ Millions,30.0
1997-09-01,Total,₹ Crores,106505.0
1997-09-01,Total,US $ Millions,29435.0
1997-08-01,Foreign Currency Assets,₹ Crores,95935.0
1997-08-01,Foreign Currency Assets,US $ Millions,26431.0
1997-08-01,Gold,₹ Crores,13555.0
1997-08-01,Gold,US $ Millions,3728.0
1997-08-01,SDRs,₹ Crores,252.0
1997-08-01,SDRs,US $ Millions,69.0
1997-08-01,Total,₹ Crores,109742.0
1997-08-01,Total,US $ Millions,30228.0
1997-07-01,Foreign Currency Assets,₹ Crores,92882.0
1997-07-01,Foreign Currency Assets,US $ Millions,26022.0
1997-07-01,Gold,₹ Crores,13320.0
1997-07-01,Gold,US $ Millions,3730.0
1997-07-01,SDRs,₹ Crores,133.0
1997-07-01,SDRs,US $ Millions,37.0
1997-07-01,Total,₹ Crores,106335.0
1997-07-01,Total,US $ Millions,29789.0
1997-06-01,Foreign Currency Assets,₹ Crores,90983.0
1997-06-01,Foreign Currency Assets,US $ Millions,25404.0
1997-06-01,Gold,₹ Crores,14054.0
1997-06-01,Gold,US $ Millions,3924.0
1997-06-01,SDRs,₹ Crores,12.0
1997-06-01,SDRs,US $ Millions,3.0
1997-06-01,Total,₹ Crores,105049.0
1997-06-01,Total,US $ Millions,29331.0
1997-05-01,Foreign Currency Assets,₹ Crores,86377.0
1997-05-01,Foreign Currency Assets,US $ Millions,24139.0
1997-05-01,Gold,₹ Crores,14153.0
1997-05-01,Total,₹ Crores,100540.0
1997-05-01,Total,US $ Millions,28096.0
1997-04-01,Foreign Currency Assets,₹ Crores,81076.0
1997-04-01,Foreign Currency Assets,US $ Millions,22675.0
1997-04-01,Gold,₹ Crores,14190.0
1997-04-01,Gold,US $ Millions,3966.0
1997-04-01,SDRs,₹ Crores,94.0
1997-04-01,SDRs,US $ Millions,26.0
1997-04-01,Total,₹ Crores,95360.0
1997-04-01,Total,US $ Millions,26667.0
1997-03-01,Foreign Currency Assets,₹ Crores,80368.0
1997-03-01,Foreign Currency Assets,US $ Millions,22367.0
1997-03-01,Gold,₹ Crores,14557.0
1997-03-01,Gold,US $ Millions,4054.0
1997-03-01,SDRs,₹ Crores,7.0
1997-03-01,SDRs,US $ Millions,2.0
1997-03-01,Total,₹ Crores,94932.0
1997-03-01,Total,US $ Millions,26423.0
1997-02-01,Foreign Currency Assets,₹ Crores,70707.0
1997-02-01,Foreign Currency Assets,US $ Millions,19695.0
1997-02-01,Gold,₹ Crores,14274.0
1997-02-01,Gold,US $ Millions,3977.0
1997-02-01,SDRs,₹ Crores,7.0
1997-02-01,SDRs,US $ Millions,2.0
1991-12-01,SDRs,US $ Millions,46.0
1997-02-01,Total,₹ Crores,84988.0
1997-02-01,Total,US $ Millions,23674.0
1997-01-01,Foreign Currency Assets,₹ Crores,71210.0
1997-01-01,Foreign Currency Assets,US $ Millions,19848.0
1997-01-01,Gold,₹ Crores,14699.0
1997-01-01,Gold,US $ Millions,4097.0
1997-01-01,SDRs,₹ Crores,101.0
1997-01-01,SDRs,US $ Millions,28.0
1997-01-01,Total,₹ Crores,86010.0
1997-01-01,Total,US $ Millions,23973.0
1996-12-01,Foreign Currency Assets,₹ Crores,70987.0
1996-12-01,Foreign Currency Assets,US $ Millions,19742.0
1996-12-01,Gold,₹ Crores,15256.0
1996-12-01,Gold,US $ Millions,4246.0
1996-12-01,SDRs,₹ Crores,440.0
1996-12-01,SDRs,US $ Millions,122.0
1996-12-01,Total,₹ Crores,86683.0
1996-12-01,Total,US $ Millions,24110.0
1996-11-01,Foreign Currency Assets,₹ Crores,69274.0
1996-11-01,Foreign Currency Assets,US $ Millions,19388.0
